,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Dallas,W 19-3,Away,1-0,0-0,-2.5,Un 49.5,-134,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
1,09/18,New Orleans,W 20-10,Away,2-0,1-0,-2.5,Un 43.5,-142,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
2,09/25,Green Bay,L 12-14,Home,2-1,1-0,-1.0,Un 42.0,-120,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
3,10/02,Kansas City,L 31-41,Home,2-2,1-0,-2.0,Ov 47.0,-130,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
4,10/09,Atlanta,W 21-15,Home,3-2,2-0,-10.0,Un 46.0,-500,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
5,10/16,Pittsburgh,L 18-20,Away,3-3,2-0,-9.5,Un 46.5,-450,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
6,10/23,Carolina,L 3-21,Away,3-4,2-1,-13.0,Un 38.5,-706,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
7,10/27,Baltimore,L 22-27,Home,3-5,2-1,-2.0,Ov 46.5,-130,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
8,11/06,LA Rams,4:25 pm,Home,,,-3.0,42.5,-160,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
9,11/13,Seattle,9:30 am,Neutral,,,-9.5,46.5,-365,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
10,11/27,Cleveland,1:00 pm,Away,,,-3.5,0,-190,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
11,12/05,New Orleans,8:15 pm,Home,,,-6.5,0,-275,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
12,12/11,San Francisco,4:25 pm,Away,,,-2.0,0,-110,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
13,12/18,Cincinnati,4:25 pm,Home,,,-3.5,0,-150,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
14,12/25,Arizona,8:20 pm,Away,,,-3.0,0,-135,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
15,01/01,Carolina,1:00 pm,Home,,,-7.5,0,-360,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
16,01/08,Atlanta,12:00 pm,Away,,,-7.5,0,-350,2022-11-01 08:11:37.334552,/nfl/team/tampa-bay-buccaneers/
